company_name,industry,company_size,location,website,description
(捷普集團)綠點高新科技股份有限公司捷普設計服務分公司,資訊科技,,,,
(美商)台灣通用器材股份有限公司,未分類,,,,
104人力銀行_一零四資訊科技股份有限公司,資訊科技,,,,
17LIVE_藝啟股份有限公司,資訊科技,,,,
17Life_康太數位整合股份有限公司,資訊科技,,,,
55688集團_台灣智慧生活網股份有限公司,資訊科技,,,,
91APP_英屬開曼群島商九一應用軟體股份有限公司台灣分公司,資訊科技,,,,
ASMPT Technology Limited_香港商先進太平洋股份有限公司台灣分公司,資訊科技,,,,
ASUSTOR_華芸科技股份有限公司,資訊科技,,,,
Advantech_研華股份有限公司,資訊科技,,,,
Allion_百佳泰股份有限公司,資訊科技,,,,
Antaira_艾科揚股份有限公司,資訊科技,,,,
BH Global 明輝環球集團新加坡商_胤輝昇科技有限公司,資訊科技,,,,
BigGo_樂方股份有限公司,資訊科技,,,,
CATCHPLAY_英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,資訊科技,,,,
CHPT_中華精測科技股份有限公司,資訊科技,,,,
COMMEET_擁樂數據服務股份有限公司,資訊科技,,,,
Cino Group_偉斯股份有限公司,資訊科技,,,,
Compuware_肯微科技股份有限公司,資訊科技,,,,
Cooler Master_訊凱國際股份有限公司,資訊科技,,,,
DIGIEVER_永恒數位通訊科技股份有限公司,資訊科技,,,,
DMS_韓商電美世股份有限公司台灣分公司,資訊科技,,,,
DTC_迪梯西數位科技有限公司,資訊科技,,,,
DireSoft_德元軟體科技有限公司,資訊科技,,,,
"E-Century Information & Technology Co., Ltd._先得利資訊科技股份有限公司",資訊科技,,,,
ETC＿遠通電收股份有限公司,資訊科技,,,,
Eunodata_御諾資訊股份有限公司,資訊科技,,,,
GARMIN_台灣國際航電股份有限公司,資訊科技,,,,
GIS-KY(6456)業成集團_英特盛科技股份有限公司,資訊科技,,,,
GWA Energy_統量電能股份有限公司,資訊科技,,,,
Gogoro Taiwan Limited_睿能創意股份有限公司,資訊科技,,,,
HOMEE AI_睿締國際科技股份有限公司,資訊科技,,,,
"HUNG YANG SOFTWARE TECH. CO., LTD._鴻揚科技有限公司",資訊科技,,,,
Inventec_英業達股份有限公司,資訊科技,,,,
Kronos Research_麒方有限公司,資訊科技,,,,
LILEE SYSTEMS_理立系統股份有限公司,資訊科技,,,,
LRS_英屬維京群島商杰恒國際有限公司台灣分公司,未分類,,,,
LYC株式会社,資訊科技,,,,
Lexionlu Design Firm_瑞芙國際設計有限公司,設計,,,,
"Linker Vision Co., Ltd._鑫蘊林科股份有限公司",資訊科技,,,,
MyGo商學苑_平安房屋仲介股份有限公司,資訊科技,,,,
NVIDIA_新加坡商輝達開發有限公司台灣分公司,資訊科技,,,,
PChome Online_網路家庭國際資訊(股)公司,資訊科技,,,,
PMC_財團法人精密機械研究發展中心,製造業,,,,
POSITIVE GRID_佳格數位科技有限公司,資訊科技,,,,
Paramtek_拚願科技股份有限公司,資訊科技,,,,
Phison Electronics Corp_群聯電子股份有限公司,資訊科技,,,,
QNAP_威聯通科技股份有限公司,資訊科技,,,,
QSAN_廣盛科技股份有限公司,資訊科技,,,,
RADIANT KNIGHT LIMITED_薩摩亞商耀爵有限公司台灣分公司,資訊科技,,,,
Ragic_立即科技有限公司,資訊科技,,,,
SCREEN SPE Taiwan_台灣迪恩士半導體科技股份有限公司,資訊科技,,,,
TVBS_聯利媒體股份有限公司,行銷,,,,
Tezerakt_美商立方體有限公司台灣分公司,未分類,,,,
Trend Micro_趨勢科技股份有限公司,資訊科技,,,,
UGUARD NETWORKS_崴遠科技股份有限公司,資訊科技,,,,
Unition_英商優潠科技有限公司台灣分公司,資訊科技,,,,
WEINTEK_香港商威綸物聯網有限公司台灣分公司,資訊科技,,,,
Whitewater University of California,未分類,,,,
Wi-Fi ALLIANCE_香港商無線工業協作有限公司台灣分公司,資訊科技,,,,
Xtramus_拓碼科技股份有限公司,資訊科技,,,,
iSKI滑雪俱樂部_愛滑雪股份有限公司,資訊科技,,,,
一帆科技股份有限公司,資訊科技,,,,
一等一科技股份有限公司,資訊科技,,,,
一路發集運網股份有限公司,資訊科技,,,,
一通數位有限公司,資訊科技,,,,
一騰資訊服務股份有限公司,資訊科技,,,,
三久建材工業股份有限公司,資訊科技,,,,
三久股份有限公司,資訊科技,,,,
三井日本料理餐飲集團_上引水產有限公司,服務業,,,,
三井資訊股份有限公司,資訊科技,,,,
三信商業銀行股份有限公司,金融業,,,,
三商美福室內裝修股份有限公司,資訊科技,,,,
三商美邦人壽保險股份有限公司_總公司,金融業,,,,
三弦科技有限公司,資訊科技,,,,
三益制動科技股份有限公司,資訊科技,,,,
三竹資訊股份有限公司,資訊科技,,,,
三號口資訊科技股份有限公司,資訊科技,,,,
三貝德數位文創股份有限公司,資訊科技,,,,
三軍總醫院附設民眾診療服務處_醫務企劃管理部,服務業,,,,
上儀股份有限公司,資訊科技,,,,
上尚科技股份有限公司,資訊科技,,,,
上洋產業股份有限公司,資訊科技,,,,
上海商業儲蓄銀行股份有限公司,金融業,,,,
上緯國際投資控股股份有限公司,金融業,,,,
上銀科技股份有限公司,資訊科技,,,,
不晚科技有限公司,資訊科技,,,,
世界先進積體電路股份有限公司,資訊科技,,,,
中光電創境股份有限公司,製造業,,,,
中冠資訊股份有限公司,資訊科技,,,,
中國信託商業銀行股份有限公司,金融業,,,,
中國信託產物保險股份有限公司,金融業,,,,
中國醫藥大學附設醫院,醫療,,,,
中山醫學大學附設醫院,資訊科技,,,,
中泰租賃股份有限公司,資訊科技,,,,
中磊電子股份有限公司,資訊科技,,,,
中租企業_中租證券投資顧問股份有限公司,金融業,,,,
中程資訊顧問有限公司,資訊科技,,,,
中興保全科技股份有限公司,資訊科技,,,,
中興工程顧問股份有限公司,商業,,,,
中良工業股份有限公司,資訊科技,,,,
中華數位科技股份有限公司,資訊科技,,,,
中華紙漿股份有限公司,資訊科技,,,,
中華資安國際股份有限公司,資訊科技,,,,
中華電信子公司_宏華國際股份有限公司,資訊科技,,,,
中菲電腦股份有限公司,資訊科技,,,,
丹麥商科拉蔚有限公司,資訊科技,,,,
主橙資訊科技股份有限公司,資訊科技,,,,
久德電子科技股份有限公司,資訊科技,,,,
九六八數位資訊股份有限公司,資訊科技,,,,
九天資產管理股份有限公司,資訊科技,,,,
乾坤科技股份有限公司_台達電子集團,資訊科技,,,,
予新科技有限公司,資訊科技,,,,
云智資訊股份有限公司,資訊科技,,,,
互動資通股份有限公司,資訊科技,,,,
五九集英科技股份有限公司,資訊科技,,,,
五崧捷運股份有限公司,資訊科技,,,,
五強軟體科技股份有限公司,資訊科技,,,,
五方科技股份有限公司,資訊科技,,,,
五百戶科技股份有限公司,資訊科技,,,,
五福旅行社股份有限公司,資訊科技,,,,
井昇股份有限公司,資訊科技,,,,
亞亞科技股份有限公司,資訊科技,,,,
亞勳科技股份有限公司,資訊科技,,,,
亞旭電腦股份有限公司,資訊科技,,,,
亞昕資訊股份有限公司,資訊科技,,,,
亞智科技股份有限公司,資訊科技,,,,
亞泰半導體設備股份有限公司,資訊科技,,,,
亞洲水泥股份有限公司,資訊科技,,,,
亞瑞特數位社群行銷有限公司,資訊科技,,,,
亞翔集團_亞翔工程股份有限公司,資訊科技,,,,
亞虎科技股份有限公司,資訊科技,,,,
亦思科技股份有限公司,資訊科技,,,,
京元電子股份有限公司,資訊科技,,,,
亮易科技有限公司,資訊科技,,,,
亮紫科技股份有限公司,資訊科技,,,,
亮點科技有限公司,資訊科技,,,,
人一醫療器材股份有限公司,醫療,,,,
人工智能股份有限公司,資訊科技,,,,
人醫生物科技有限公司,資訊科技,,,,
仁寶電腦工業股份有限公司,資訊科技,,,,
仁維軟體科技有限公司,資訊科技,,,,
今時科技股份有限公司,資訊科技,,,,
以勤科技股份有限公司,資訊科技,,,,
以西結自動化股份有限公司,資訊科技,,,,
仲琦科技股份有限公司,資訊科技,,,,
伊士博國際商業股份有限公司,商業,,,,
伍碩科技股份有限公司,資訊科技,,,,
佑華微電子股份有限公司,資訊科技,,,,
佑陞資訊有限公司,資訊科技,,,,
佛教慈濟醫療財團法人,醫療,,,,
佛教慈濟醫療財團法人台中慈濟醫院,醫療,,,,
佛教慈濟醫療財團法人台北慈濟醫院,醫療,,,,
佳凌科技股份有限公司,資訊科技,,,,
佳帝科技有限公司,資訊科技,,,,
佳測新技股份有限公司,資訊科技,,,,
佳研智聯股份有限公司,資訊科技,,,,
佳陞科技有限公司,資訊科技,,,,
佳靖科技股份有限公司,資訊科技,,,,
來毅數位科技股份有限公司,資訊科技,,,,
來穎科技股份有限公司(錸德集團),資訊科技,,,,
侑盈科技有限公司,資訊科技,,,,
"保聖那管理顧問股份有限公司(Pasona Taiwan Co., Ltd.)",資訊科技,,,,
信紘科技股份有限公司,資訊科技,,,,
信諾科技股份有限公司,資訊科技,,,,
信通交通器材股份有限公司,資訊科技,,,,
信邦電子股份有限公司,資訊科技,,,,
倍利科技股份有限公司,資訊科技,,,,
倚強科技股份有限公司,資訊科技,,,,
倢邦科技有限公司,資訊科技,,,,
偉康科技股份有限公司,資訊科技,,,,
偉詮電子股份有限公司,資訊科技,,,,
偕湛國際股份有限公司,資訊科技,,,,
健和興端子股份有限公司,製造業,,,,
健研科技有限公司,資訊科技,,,,
健訊企業有限公司,資訊科技,,,,
傑克商業自動化股份有限公司,商業,,,,
傑創資訊股份有限公司,資訊科技,,,,
傑泰軟體開發股份有限公司,資訊科技,,,,
傑瑀企業有限公司,資訊科技,,,,
傳奇亞太科技有限公司,資訊科技,,,,
傳接球實驗數據股份有限公司,資訊科技,,,,
像素數科技術有限公司,資訊科技,,,,
儀銳實業有限公司,資訊科技,,,,
億光電子工業股份有限公司,資訊科技,,,,
億力資訊股份有限公司,資訊科技,,,,
億力鑫系統科技股份有限公司,資訊科技,,,,
億尚精密工業股份有限公司,製造業,,,,
億豐綜合工業股份有限公司,資訊科技,,,,
億集創見應用科技股份有限公司,資訊科技,,,,
優式機器人股份有限公司,資訊科技,,,,
優式資本股份有限公司,資訊科技,,,,
優必闊科技股份有限公司,資訊科技,,,,
優渥科技有限公司,資訊科技,,,,
優能家科技股份有限公司,資訊科技,,,,
優達盟資訊科技有限公司,資訊科技,,,,
優達科技股份有限公司,資訊科技,,,,
允強實業股份有限公司,資訊科技,,,,
允承科技股份有限公司,資訊科技,,,,
元佳宇股份有限公司,資訊科技,,,,
元大期貨股份有限公司,資訊科技,,,,
元大金融控股股份有限公司(元大金控) (元大證券) (元大銀行),金融業,,,,
元威資訊科技股份有限公司,資訊科技,,,,
元富證券股份有限公司,金融業,,,,
元生工業股份有限公司,資訊科技,,,,
元鈦科技股份有限公司,資訊科技,,,,
兆弘微創有限公司,資訊科技,,,,
兆徠科技股份有限公司,資訊科技,,,,
兆發科技股份有限公司,資訊科技,,,,
兆豐票券金融股份有限公司,金融業,,,,
先宏資訊股份有限公司,資訊科技,,,,
先知科技股份有限公司,資訊科技,,,,
先進光電科技股份有限公司,資訊科技,,,,
先鋒機械股份有限公司,製造業,,,,
光大科技股份有限公司,資訊科技,,,,
光子網絡科技有限公司,資訊科技,,,,
光寶科技股份有限公司,資訊科技,,,,
光研智能股份有限公司,資訊科技,,,,
光遠科技股份有限公司,資訊科技,,,,
克雷爾科技股份有限公司,資訊科技,,,,
全國電子股份有限公司,資訊科技,,,,
全支付電子支付股份有限公司,資訊科技,,,,
全景軟體股份有限公司,資訊科技,,,,
全智科技股份有限公司,資訊科技,,,,
全曜財經資訊股份有限公司,資訊科技,,,,
全球儀器科技股份有限公司,資訊科技,,,,
全科科技股份有限公司,資訊科技,,,,
全聯福利中心_全聯實業股份有限公司,資訊科技,,,,
全鑫精密工業股份有限公司,製造業,,,,
八維智能股份有限公司,資訊科技,,,,
六月初一_八結國際股份有限公司,資訊科技,,,,
六點資訊科技有限公司,資訊科技,,,,
典泰科技股份有限公司,資訊科技,,,,
兼智科技有限公司,資訊科技,,,,
円通科技股份有限公司,資訊科技,,,,
冠信電腦股份有限公司_台達電子集團,資訊科技,,,,
冠嘉系統科技有限公司,資訊科技,,,,
冠宇國際電子股份有限公司,資訊科技,,,,
冠宇數位科技股份有限公司,資訊科技,,,,
冠睿機械有限公司,製造業,,,,
冰點空調_盟昆企業有限公司,資訊科技,,,,
凌網科技股份有限公司,資訊科技,,,,
凌群資訊股份有限公司,資訊科技,,,,
凌群電腦股份有限公司,資訊科技,,,,
凌聚農業科技股份有限公司,資訊科技,,,,
凌華科技股份有限公司,資訊科技,,,,
凌誠科技股份有限公司,資訊科技,,,,
凌陽科技股份有限公司,資訊科技,,,,
凱亞科技股份有限公司,資訊科技,,,,
凱信資訊股份有限公司,資訊科技,,,,
凱基證券股份有限公司,金融業,,,,
凱基金融控股股份有限公司|凱基證券|凱基銀行|中華開發資本|凱基投信,金融業,,,,
凱發科技股份有限公司,資訊科技,,,,
凱碩科技股份有限公司,資訊科技,,,,
凱衛資訊股份有限公司,資訊科技,,,,
凸版蓋特資訊股份有限公司,資訊科技,,,,
利凌企業股份有限公司,資訊科技,,,,
利永環球科技股份有限公司,資訊科技,,,,
前進國際股份有限公司,資訊科技,,,,
創創數位科技股份有限公司,資訊科技,,,,
創奕科技企業社,資訊科技,,,,
創客應用技術有限公司,資訊科技,,,,
創控科技股份有限公司,資訊科技,,,,
創新服務股份有限公司,服務業,,,,
創未來科技股份有限公司,資訊科技,,,,
創盟電子工業股份有限公司,資訊科技,,,,
創見資訊股份有限公司,資訊科技,,,,
劍橋自動化科技股份有限公司,資訊科技,,,,
力悅資訊股份有限公司,資訊科技,,,,
力致科技股份有限公司,資訊科技,,,,
力麗科技股份有限公司,資訊科技,,,,
加林軟體科技有限公司,資訊科技,,,,
劦承精密股份有限公司,製造業,,,,
動力安全資訊股份有限公司,資訊科技,,,,
勝品電通股份有限公司,資訊科技,,,,
勝圖國際企業股份有限公司,資訊科技,,,,
勝海科技有限公司,資訊科技,,,,
勤學科技股份有限公司,資訊科技,,,,
勤崴國際科技股份有限公司,資訊科技,,,,
勤業眾信聯合會計師事務所,商業,,,,
北宸科技股份有限公司,資訊科技,,,,
北祥科技服務股份有限公司,資訊科技,,,,
區塊科技股份有限公司,資訊科技,,,,
千享國際企業股份有限公司,資訊科技,,,,
卓碼資訊股份有限公司,資訊科技,,,,
協合國際法律事務所,商業,,,,
協同能源科技股份有限公司,資訊科技,,,,
南亞科技股份有限公司,資訊科技,,,,
南京資訊股份有限公司,資訊科技,,,,
南寶樹脂化學工廠股份有限公司,未分類,,,,
南港輪胎股份有限公司,資訊科技,,,,
南訊企業股份有限公司,資訊科技,,,,
博世科智能股份有限公司,資訊科技,,,,
博來科技股份有限公司,資訊科技,,,,
博太實業有限公司,未分類,,,,
博彥科技有限公司,資訊科技,,,,
博德科技股份有限公司,資訊科技,,,,
博思顧問有限公司,商業,,,,
博敦電子股份有限公司,資訊科技,,,,
博晶醫電股份有限公司,資訊科技,,,,
博暉科技股份有限公司,資訊科技,,,,
博梭智能科技股份有限公司,資訊科技,,,,
博磊科技股份有限公司,資訊科技,,,,
博聯生技股份有限公司,醫療,,,,
博訊生物科技股份有限公司,資訊科技,,,,
博訊科技股份有限公司,資訊科技,,,,
博識資訊顧問有限公司,資訊科技,,,,
博采科技有限公司,資訊科技,,,,
博鈞科技股份有限公司,資訊科技,,,,
博銳亞太研發股份有限公司,資訊科技,,,,
印尼商奧拉創意有限公司台灣分公司,設計,,,,
印能科技股份有限公司,資訊科技,,,,
原誠有限公司,資訊科技,,,,
及成企業股份有限公司,資訊科技,,,,
友信行股份有限公司,資訊科技,,,,
友勁科技股份有限公司,資訊科技,,,,
友晁能源材料股份有限公司,製造業,,,,
友達智慧移動股份有限公司,資訊科技,,,,
叡廷股份有限公司,資訊科技,,,,
叡揚資訊股份有限公司,資訊科技,,,,
口袋證券股份有限公司,金融業,,,,
可力生醫股份有限公司,資訊科技,,,,
可思科技股份有限公司,資訊科技,,,,
可成科技股份有限公司,資訊科技,,,,
可艾創意科技股份有限公司,資訊科技,,,,
台光電子材料股份有限公司,資訊科技,,,,
台北富邦商業銀行股份有限公司,金融業,,,,
台北市私立時代國際語文短期補習班,教育,,,,
台北港科技股份有限公司,資訊科技,,,,
台北艾信策劃有限公司,資訊科技,,,,
台塑新智能科技股份有限公司,資訊科技,,,,
台塑網科技股份有限公司,資訊科技,,,,
台普威能源股份有限公司,資訊科技,,,,
台林電通股份有限公司,資訊科技,,,,
台榮實業廠股份有限公司,資訊科技,,,,
台泥企業團_台泥儲能科技股份有限公司,資訊科技,,,,
台泥企業團_臺泥資訊股份有限公司,資訊科技,,,,
台灣住友培科股份有限公司,資訊科技,,,,
台灣創通聯達智能技術有限公司,資訊科技,,,,
台灣北星科技股份有限公司,資訊科技,,,,
台灣塔奇恩科技股份有限公司,資訊科技,,,,
台灣大哥大股份有限公司,資訊科技,,,,
台灣安川電機股份有限公司,資訊科技,,,,
台灣富力思泰科技股份有限公司,資訊科技,,,,
台灣富士通股份有限公司,資訊科技,,,,
台灣山二股份有限公司,資訊科技,,,,
台灣德賽西威有限公司,資訊科技,,,,
台灣恩悌悌數據股份有限公司,資訊科技,,,,
台灣愛淨節能科技股份有限公司,資訊科技,,,,
台灣托納斯科技有限公司,資訊科技,,,,
台灣新光保全股份有限公司(SKS),資訊科技,,,,
台灣晉陞太空股份有限公司,資訊科技,,,,
台灣智慧駕駛股份有限公司,資訊科技,,,,
台灣暹勁股份有限公司,資訊科技,,,,
台灣村田機械股份有限公司,製造業,,,,
台灣松下電器股份有限公司,未分類,,,,
台灣林內工業股份有限公司,資訊科技,,,,
台灣歐特柏科技有限公司,資訊科技,,,,
台灣海博特股份有限公司,資訊科技,,,,
台灣用友資訊軟體有限公司,資訊科技,,,,
台灣知識庫股份有限公司,資訊科技,,,,
台灣碩網網路娛樂股份有限公司,資訊科技,,,,
台灣立訊精密有限公司,製造業,,,,
台灣細胞製造股份有限公司,製造業,,,,
台灣脈動股份有限公司,資訊科技,,,,
台灣英特艾倫人力資源有限公司,未分類,,,,
台灣英視股份有限公司,資訊科技,,,,
台灣荏原精密股份有限公司,製造業,,,,
台灣迪維科股份有限公司,資訊科技,,,,
台灣運動彩券股份有限公司,資訊科技,,,,
台灣邁那比股份有限公司,未分類,,,,
台灣銘板股份有限公司,資訊科技,,,,
台灣電子系統設計自動化股份有限公司,資訊科技,,,,
台灣骨王生技股份有限公司,醫療,,,,
台研國際科技股份有限公司,資訊科技,,,,
台科電科技股份有限公司,資訊科技,,,,
台聯科股份有限公司,資訊科技,,,,
台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,資訊科技,,,,
台鉅生技股份有限公司,醫療,,,,
台銨科技股份有限公司,資訊科技,,,,
台鎔科技材料股份有限公司,資訊科技,,,,
合勤企業集團_勤晁科技股份有限公司,資訊科技,,,,
合勤企業集團_合勤科技股份有限公司,資訊科技,,,,
合邦商網股份有限公司,資訊科技,,,,
吉而特科技股份有限公司,資訊科技,,,,
吉音資訊有限公司,資訊科技,,,,
同亨科技股份有限公司,資訊科技,,,,
同人旺企業社,資訊科技,,,,
同德股份有限公司,資訊科技,,,,
名豐電子股份有限公司,資訊科技,,,,
向陽優能電力股份有限公司,資訊科技,,,,
和旺昌噴霧股份有限公司,資訊科技,,,,
和椿科技股份有限公司,資訊科技,,,,
和泰豐田物料運搬股份有限公司,資訊科技,,,,
和碩集團_和碩聯合科技股份有限公司,資訊科技,,,,
咸軏智能科技股份有限公司,資訊科技,,,,
哇寶國際資訊股份有限公司,資訊科技,,,,
哈伯精密股份有限公司,製造業,,,,
唄粉智能科技股份有限公司,資訊科技,,,,
商之器科技股份有限公司,資訊科技,,,,
商合行股份有限公司,資訊科技,,,,
商智資訊股份有限公司,資訊科技,,,,
啟發電子股份有限公司,資訊科技,,,,
啟碁科技股份有限公司,資訊科技,,,,
喜雲科技有限公司,資訊科技,,,,
喬山健康科技股份有限公司,資訊科技,,,,
喬崴進科技股份有限公司,資訊科技,,,,
喬禾科技自動化機械有限公司,資訊科技,,,,
嘉基科技股份有限公司,資訊科技,,,,
嘉實資訊股份有限公司,資訊科技,,,,
嘉捷科技企業股份有限公司,資訊科技,,,,
嘉澤端子工業股份有限公司,資訊科技,,,,
嘉聯科技股份有限公司,資訊科技,,,,
嘉衡科技有限公司,資訊科技,,,,
嚮樂科技股份有限公司,資訊科技,,,,
四天科技有限公司,資訊科技,,,,
固也泰電子工業有限公司,資訊科技,,,,
固德科技股份有限公司,資訊科技,,,,
固緯電子實業股份有限公司,資訊科技,,,,
國家光電股份有限公司,製造業,,,,
國家太空中心,資訊科技,,,,
國家資通安全研究院,資訊科技,,,,
國泰世華商業銀行股份有限公司,金融業,,,,
國泰綜合證券股份有限公司,金融業,,,,
國泰證券投資信託股份有限公司,金融業,,,,
國泰金控_國泰金融控股股份有限公司,金融業,,,,
國祥貿易股份有限公司,資訊科技,,,,
國票綜合證券股份有限公司,金融業,,,,
國立臺北科技大學,資訊科技,,,,
國立雲林科技大學_智慧辨識產業服務研究中心,資訊科技,,,,
國興資訊股份有限公司,資訊科技,,,,
國際精工股份有限公司,資訊科技,,,,
圖靈數位股份有限公司,資訊科技,,,,
地為達股份有限公司,資訊科技,,,,
均利科技股份有限公司,資訊科技,,,,
均英精密工業股份有限公司,製造業,,,,
均華精密工業股份有限公司,製造業,,,,
垚鋐系統科技股份有限公司,資訊科技,,,,
埃立思科技股份有限公司,資訊科技,,,,
城智科技股份有限公司,資訊科技,,,,
堯晉科技有限公司,資訊科技,,,,
塞席爾商岱沛有限公司台灣分公司,資訊科技,,,,
塞席爾商瑞迪寰宇股份有限公司台灣分公司,資訊科技,,,,
士林電機廠股份有限公司,未分類,,,,
壹久科技股份有限公司,資訊科技,,,,
夏木樂股份有限公司,資訊科技,,,,
大云永續科技股份有限公司,資訊科技,,,,
大光長榮機械股份有限公司,製造業,,,,
大同世界科技股份有限公司,資訊科技,,,,
大將作工業股份有限公司,資訊科技,,,,
大州數位服務股份有限公司,資訊科技,,,,
大康織機股份有限公司,資訊科技,,,,
大成集團餐飲服務群 檀島茶餐廳/好食城商場/中一排骨/吉福雞鋪 _都城實業股份有限公司,服務業,,,,
大數據股份有限公司,資訊科技,,,,
大數智能教育股份有限公司,教育,,,,
大暉自動化有限公司,資訊科技,,,,
大根光學工業股份有限公司,資訊科技,,,,
大樹連鎖藥局_大樹醫藥股份有限公司,醫療,,,,
大氣電漿股份有限公司,資訊科技,,,,
大熊科技有限公司,資訊科技,,,,
大碩智能科技股份有限公司,資訊科技,,,,
大立光電股份有限公司,製造業,,,,
大筆資訊股份有限公司,資訊科技,,,,
大統集團_大統百貨企業股份有限公司,資訊科技,,,,
大聯大控股股份有限公司,資訊科技,,,,
大豐有線電視股份有限公司,資訊科技,,,,
大象數位科技有限公司,資訊科技,,,,
大量生技股份有限公司,醫療,,,,
大鵬科技股份有限公司,資訊科技,,,,
大鷗摩飛智能有限公司,資訊科技,,,,
天主教聖功醫療財團法人聖功醫院,醫療,,,,
天思數位科技股份有限公司,資訊科技,,,,
天成醫療社團法人天晟醫院,醫療,,,,
天擎積體電路股份有限公司,資訊科技,,,,
天方科技實業股份有限公司,資訊科技,,,,
天明製藥股份有限公司,資訊科技,,,,
天昕科技股份有限公司,資訊科技,,,,
天晴資訊有限公司,資訊科技,,,,
天瀚國際科技有限公司,資訊科技,,,,
天燿股份有限公司,資訊科技,,,,
天瑞企業股份有限公司,資訊科技,,,,
天祥醫院,資訊科技,,,,
天良生物科技企業股份有限公司,資訊科技,,,,
天虹科技股份有限公司,資訊科技,,,,
天鏡科技股份有限公司,資訊科技,,,,
太平洋電線電纜股份有限公司,資訊科技,,,,
太睿資訊顧問股份有限公司,資訊科技,,,,
太能系統股份有限公司,資訊科技,,,,
奇偶科技股份有限公司,資訊科技,,,,
奇唯科技股份有限公司,資訊科技,,,,
奇方動力有限公司,資訊科技,,,,
奇正科技股份有限公司,資訊科技,,,,
奇異科技資訊有限公司,資訊科技,,,,
奇美車電股份有限公司,資訊科技,,,,
奇美集團_新視代科技股份有限公司,資訊科技,,,,
奇美食品股份有限公司,資訊科技,,,,
奇翼醫電股份有限公司,資訊科技,,,,
奇豐資訊科技股份有限公司,資訊科技,,,,
奇蹟行動科技有限公司,資訊科技,,,,
奇雲國際股份有限公司,資訊科技,,,,
奇韋系統股份有限公司,資訊科技,,,,
奇點無限股份有限公司,資訊科技,,,,
契星科技股份有限公司,資訊科技,,,,
奕力科技股份有限公司,資訊科技,,,,
奕微科半導體科技股份有限公司,資訊科技,,,,
奕界科技有限公司,資訊科技,,,,
