company_name,industry,company_size,location,website,description
奧丁丁集團英屬開曼群島商台灣子公司_歐簿客科技股份有限公司,資訊科技,,,,
奧米科技有限公司,資訊科技,,,,
奧義智慧科技股份有限公司,資訊科技,,,,
奧麗數位廣告有限公司,資訊科技,,,,
如果電話亭科技股份有限公司,資訊科技,,,,
始祖鳥科技有限公司,資訊科技,,,,
威佳科技有限公司,資訊科技,,,,
威僑股份有限公司,資訊科技,,,,
威光自動化科技股份有限公司,資訊科技,,,,
威力暘電子股份有限公司,資訊科技,,,,
威強電工業電腦股份有限公司,資訊科技,,,,
威欣系統股份有限公司,資訊科技,,,,
威煦軟體開發有限公司,資訊科技,,,,
威益資訊股份有限公司,資訊科技,,,,
威盛電子股份有限公司,資訊科技,,,,
威睿科技股份有限公司,資訊科技,,,,
威誠資訊科技有限公司,資訊科技,,,,
威鋒數位開發股份有限公司,資訊科技,,,,
學思行數位行銷股份有限公司,資訊科技,,,,
學甫營造股份有限公司,資訊科技,,,,
宇利峯有限公司,資訊科技,,,,
宇博實業股份有限公司,資訊科技,,,,
宇沛永續股份有限公司,資訊科技,,,,
宇泰華科技股份有限公司,資訊科技,,,,
宇瞻科技股份有限公司,資訊科技,,,,
宇萌數位科技股份有限公司,資訊科技,,,,
宇見智能科技股份有限公司,資訊科技,,,,
宇辰系統科技股份有限公司,資訊科技,,,,
安創科技股份有限公司,資訊科技,,,,
安富科技股份有限公司,資訊科技,,,,
安富財經科技股份有限公司,資訊科技,,,,
安德森生技股份有限公司,醫療,,,,
安普新股份有限公司,資訊科技,,,,
安永金融科技股份有限公司,資訊科技,,,,
安泰商業銀行股份有限公司,金融業,,,,
安特庫資訊科技有限公司,資訊科技,,,,
安瑟樂威股份有限公司,資訊科技,,,,
安研科技股份有限公司,資訊科技,,,,
安馳科技股份有限公司,資訊科技,,,,
宏于電機股份有限公司,資訊科技,,,,
宏屹企業股份有限公司,資訊科技,,,,
宏思科技有限公司,資訊科技,,,,
宏燁資訊股份有限公司,資訊科技,,,,
宏益科技服務股份有限公司,資訊科技,,,,
宏致電子股份有限公司,資訊科技,,,,
宏虹電子科技有限公司,資訊科技,,,,
宏誌科技股份有限公司,資訊科技,,,,
宏達電 HTC Corporation_宏達國際電子股份有限公司,資訊科技,,,,
宏韃資訊顧問有限公司,資訊科技,,,,
宗宸鑫科技股份有限公司,資訊科技,,,,
宗展股份有限公司,資訊科技,,,,
宗賢科技有限公司,資訊科技,,,,
宜眾資訊股份有限公司,資訊科技,,,,
宜虹科技股份有限公司,資訊科技,,,,
宜鼎國際股份有限公司,資訊科技,,,,
宣德科技股份有限公司,資訊科技,,,,
宥倍實業股份有限公司,資訊科技,,,,
家碩科技股份有限公司,資訊科技,,,,
宸忻科技有限公司,資訊科技,,,,
富一代資訊有限公司,資訊科技,,,,
富創數位生活有限公司,資訊科技,,,,
富宇翔電通股份有限公司,資訊科技,,,,
富星科技有限公司,資訊科技,,,,
富智康國際股份有限公司,資訊科技,,,,
富智捷股份有限公司,資訊科技,,,,
富比庫股份有限公司,資訊科技,,,,
富泰動力股份有限公司,未分類,,,,
富爾特科技股份有限公司,資訊科技,,,,
富田電機股份有限公司,資訊科技,,,,
富益昌智能整合股份有限公司,資訊科技,,,,
富聯國際有限公司,資訊科技,,,,
富萱科技股份有限公司,資訊科技,,,,
富蘭登科技股份有限公司,資訊科技,,,,
富邦人壽保險股份有限公司(總公司),金融業,,,,
富邦媒體科技股份有限公司(富邦momo),資訊科技,,,,
富邦綜合證券股份有限公司,金融業,,,,
富邦金融控股股份有限公司,金融業,,,,
富采光電股份有限公司 (原為晶元光電及隆達電子),資訊科技,,,,
富錦未來股份有限公司,資訊科技,,,,
實揚科技有限公司,資訊科技,,,,
寧茂企業股份有限公司,資訊科技,,,,
寰繹科技有限公司,資訊科技,,,,
寶健科技股份有限公司,資訊科技,,,,
寶元數控股份有限公司,資訊科技,,,,
寶島光學科技股份有限公司,資訊科技,,,,
將能數位行銷有限公司,資訊科技,,,,
專加系統科技股份有限公司,資訊科技,,,,
尊博科技股份有限公司,資訊科技,,,,
小熊科技有限公司,資訊科技,,,,
小磨坊國際貿易股份有限公司,資訊科技,,,,
尚程資訊有限公司,資訊科技,,,,
展市華科技有限公司,資訊科技,,,,
展睿資訊股份有限公司,資訊科技,,,,
展綠科技股份有限公司,資訊科技,,,,
展達通訊股份有限公司_群光集團關係企業,資訊科技,,,,
山富國際旅行社股份有限公司,資訊科技,,,,
山淬股份有限公司,資訊科技,,,,
岦威智控有限公司,未分類,,,,
岱鐠科技股份有限公司,資訊科技,,,,
峰馳科技有限公司,資訊科技,,,,
峻新電腦股份有限公司,資訊科技,,,,
崇瑋工業股份有限公司,製造業,,,,
崑鼎綠能環保股份有限公司,資訊科技,,,,
崧虹科技股份有限公司,資訊科技,,,,
嵙思科技股份有限公司,資訊科技,,,,
川寶科技股份有限公司,資訊科技,,,,
工一科技有限公司,資訊科技,,,,
工智聯科技股份有限公司,資訊科技,,,,
工樂行動科技股份有限公司,資訊科技,,,,
工研院 _財團法人工業技術研究院,資訊科技,,,,
巨兆數位有限公司,資訊科技,,,,
巨將隆工程股份有限公司,未分類,,,,
巨獸科技有限公司,資訊科技,,,,
巴涼科技股份有限公司,資訊科技,,,,
帆宣系統科技股份有限公司,資訊科技,,,,
希爾康生醫科技股份有限公司,資訊科技,,,,
帕特萊克有限公司,資訊科技,,,,
帝大生醫有限公司,資訊科技,,,,
帝緯系統整合股份有限公司,資訊科技,,,,
帷享科技股份有限公司台中分公司,資訊科技,,,,
常珵科技股份有限公司,資訊科技,,,,
干城數碼有限公司,資訊科技,,,,
平安線有限公司,資訊科技,,,,
康代科技股份有限公司,資訊科技,,,,
康和綜合證券股份有限公司,金融業,,,,
康新室內設計公司_康新室內裝修設計工程股份有限公司,設計,,,,
康泰智能科技股份有限公司,資訊科技,,,,
康統醫學科技股份有限公司,資訊科技,,,,
康翔科技股份有限公司,資訊科技,,,,
廣三SOGO_廣三崇光國際開發股份有限公司,資訊科技,,,,
廣明光電股份有限公司_廣達關係企業,製造業,,,,
廣積科技股份有限公司,資訊科技,,,,
廣運機械工程股份有限公司,製造業,,,,
建晟科技有限公司,資訊科技,,,,
建騰創達科技股份有限公司,資訊科技,,,,
弈樂科技股份有限公司,資訊科技,,,,
弋揚科技股份有限公司,資訊科技,,,,
弓銓企業股份有限公司,資訊科技,,,,
弘凱光電股份有限公司,製造業,,,,
弘潔科技股份有限公司,資訊科技,,,,
弘訊科技股份有限公司,資訊科技,,,,
強茂股份有限公司,資訊科技,,,,
彌通數位有限公司,資訊科技,,,,
彥豪智能科技股份有限公司,資訊科技,,,,
彩富電子股份有限公司,資訊科技,,,,
彩神科技股份有限公司,資訊科技,,,,
彩虹互動科技有限公司,資訊科技,,,,
律碁科技股份有限公司,資訊科技,,,,
得力富企業股份有限公司,資訊科技,,,,
御大倉股份有限公司,資訊科技,,,,
微勁精密有限公司,製造業,,,,
微巨行動科技股份有限公司,資訊科技,,,,
微幸軟體有限公司,資訊科技,,,,
微梓網絡科技有限公司,資訊科技,,,,
微碧愛普科技有限公司,資訊科技,,,,
微程式資訊股份有限公司,資訊科技,,,,
德勝科技股份有限公司,資訊科技,,,,
德安資訊股份有限公司,資訊科技,,,,
德律科技股份有限公司,資訊科技,,,,
德昂資訊股份有限公司,資訊科技,,,,
德洛斯科技股份有限公司,資訊科技,,,,
德義資訊股份有限公司,資訊科技,,,,
德耀網通有限公司,資訊科技,,,,
心統科技有限公司,資訊科技,,,,
志聖工業股份有限公司,資訊科技,,,,
快思股份有限公司,資訊科技,,,,
思考軟體科技有限公司,資訊科技,,,,
思量科技有限公司,資訊科技,,,,
思銳生醫科技股份有限公司,資訊科技,,,,
怡利電子工業股份有限公司,資訊科技,,,,
怡東人事顧問股份有限公司,商業,,,,
恆昌科技有限公司,資訊科技,,,,
恆準定位股份有限公司,資訊科技,,,,
恆碩科技股份有限公司,資訊科技,,,,
恆豐國際電子股份有限公司,資訊科技,,,,
恩德科技股份有限公司,資訊科技,,,,
恩沛科技股份有限公司,資訊科技,,,,
恩萊特科技股份有限公司,資訊科技,,,,
悅慶資訊有限公司,資訊科技,,,,
悅通系統有限公司,製造業,,,,
悟智股份有限公司,資訊科技,,,,
悠由數據應用股份有限公司,資訊科技,,,,
惠斯頓材料科技股份有限公司,資訊科技,,,,
惠特科技股份有限公司,資訊科技,,,,
意藍資訊股份有限公司,資訊科技,,,,
愛吠的狗娛樂股份有限公司,資訊科技,,,,
愛恩科技股份有限公司,資訊科技,,,,
愛比科技股份有限公司,資訊科技,,,,
愛爾蘭商益華科技股份有限公司台灣分公司,資訊科技,,,,
愛爾蘭商速聯股份有限公司台灣分公司,資訊科技,,,,
愛生育生物科技股份有限公司,資訊科技,,,,
愛群生醫醫療集團_愛群婦產科診所,醫療,,,,
愛訊電網科技股份有限公司,資訊科技,,,,
慧景科技股份有限公司,資訊科技,,,,
慧智基因股份有限公司,資訊科技,,,,
慧通智聯股份有限公司,資訊科技,,,,
慶天太空工程有限公司,資訊科技,,,,
憶鎰科技有限公司,資訊科技,,,,
成強科技股份有限公司,資訊科技,,,,
成新科技股份有限公司,資訊科技,,,,
所羅門股份有限公司,資訊科技,,,,
承啟醫系股份有限公司,資訊科技,,,,
承暉資訊整合股份有限公司,資訊科技,,,,
承穎科技有限公司,資訊科技,,,,
技嘉科技股份有限公司,資訊科技,,,,
技高工業股份有限公司,資訊科技,,,,
技鼎股份有限公司,資訊科技,,,,
拓境科技有限公司,資訊科技,,,,
拓荒數碼科技股份有限公司,資訊科技,,,,
拓雲資科股份有限公司,資訊科技,,,,
振曜科技股份有限公司,資訊科技,,,,
捷創數位股份有限公司,資訊科技,,,,
捷創科技股份有限公司,資訊科技,,,,
捷安特_巨大機械工業股份有限公司,製造業,,,,
捷廣系統整合股份有限公司,資訊科技,,,,
捷智科技股份有限公司,資訊科技,,,,
捷濤有限公司,資訊科技,,,,
捷特威科技股份有限公司,資訊科技,,,,
捷而思股份有限公司,資訊科技,,,,
捷虹資訊股份有限公司,資訊科技,,,,
捷通軟體股份有限公司,資訊科技,,,,
捷鵬國際股份有限公司,資訊科技,,,,
探網科技股份有限公司,資訊科技,,,,
揚新科技股份有限公司,資訊科技,,,,
揚朋科技股份有限公司,資訊科技,,,,
摩揪台灣股份有限公司,資訊科技,,,,
摩絡人工智慧股份有限公司,資訊科技,,,,
擇也整合顧問行,商業,,,,
擎創系統科技股份有限公司,資訊科技,,,,
擎壤科技股份有限公司,資訊科技,,,,
支點雲端科技股份有限公司,資訊科技,,,,
政美應用股份有限公司,資訊科技,,,,
政高有限公司,資訊科技,,,,
敦新科技股份有限公司,資訊科技,,,,
敦陽科技股份有限公司,資訊科技,,,,
數位無限軟體股份有限公司,資訊科技,,,,
文中資訊股份有限公司,資訊科技,,,,
文境資科股份有限公司,資訊科技,,,,
文星電子股份有限公司,資訊科技,,,,
斐亞米有限公司,資訊科技,,,,
斯其大科技股份有限公司,資訊科技,,,,
新人類資訊科技股份有限公司,資訊科技,,,,
新光紡織股份有限公司,資訊科技,,,,
新加坡商兆普有限公司台灣分公司,資訊科技,,,,
新加坡商兆晶生物科技股份有限公司台灣分公司,資訊科技,,,,
新加坡商威兆科技有限公司台灣分公司,資訊科技,,,,
新加坡商斯摩科技有限公司台灣分公司,資訊科技,,,,
新加坡商昇新科技股份有限公司台灣分公司,資訊科技,,,,
新加坡商立可人事顧問有限公司台灣分公司,商業,,,,
新加坡商羅福斯有限公司台灣分公司,資訊科技,,,,
新加坡商鈦坦科技股份有限公司台灣分公司,資訊科技,,,,
新加坡商雅迪克股份有限公司台灣分公司,資訊科技,,,,
新北海企業股份有限公司,資訊科技,,,,
新夥伴科技股份有限公司,資訊科技,,,,
新捷能資訊股份有限公司,資訊科技,,,,
新普科技股份有限公司,資訊科技,,,,
新析生物科技股份有限公司,資訊科技,,,,
新泰工業股份有限公司,資訊科技,,,,
新漢股份有限公司,資訊科技,,,,
新百王證券股份有限公司,金融業,,,,
新盛力科技股份有限公司,資訊科技,,,,
新穎數位股份有限公司,資訊科技,,,,
新立資訊股份有限公司,資訊科技,,,,
新誼整合科技股份有限公司,資訊科技,,,,
新達科技股份有限公司,資訊科技,,,,
新鉅科技股份有限公司,資訊科技,,,,
方俊工程有限公司,資訊科技,,,,
方勛資訊有限公司,資訊科技,,,,
方見科技股份有限公司,資訊科技,,,,
方達科技股份有限公司,資訊科技,,,,
方鼎資訊股份有限公司,資訊科技,,,,
旅天下聯合國際旅行社股份有限公司,資訊科技,,,,
日博設計有限公司,設計,,,,
日山能源科技有限公司,資訊科技,,,,
日峰科技股份有限公司,資訊科技,,,,
日新科技股份有限公司,資訊科技,,,,
日新軟體股份有限公司,資訊科技,,,,
日月光半導體製造股份有限公司,資訊科技,,,,
日本NEC集團_統智科技股份有限公司,資訊科技,,,,
日益智慧能源股份有限公司,資訊科技,,,,
日盛台駿國際租賃股份有限公司,資訊科技,,,,
日辰資訊股份有限公司,資訊科技,,,,
旭東機械工業股份有限公司,製造業,,,,
旭福股份有限公司,資訊科技,,,,
旭禾精密有限公司,製造業,,,,
旭辰資訊股份有限公司,資訊科技,,,,
旺宏電子股份有限公司,資訊科技,,,,
旺玖科技股份有限公司,資訊科技,,,,
旺矽科技股份有限公司,資訊科技,,,,
昇捷頌科技股份有限公司,資訊科技,,,,
昇華科技股份有限公司,資訊科技,,,,
昇詮科技股份有限公司,資訊科技,,,,
昇達科技股份有限公司,資訊科技,,,,
明匯資本股份有限公司,資訊科技,,,,
明基三豐醫療器材股份有限公司,醫療,,,,
明基電通股份有限公司,資訊科技,,,,
明瑞資通科技股份有限公司,資訊科技,,,,
明達醫學科技股份有限公司,資訊科技,,,,
易勝資訊股份有限公司,資訊科技,,,,
易展數位科技股份有限公司,資訊科技,,,,
易捷系統股份有限公司,資訊科技,,,,
易發精機股份有限公司,資訊科技,,,,
昕力資訊股份有限公司,資訊科技,,,,
昕奇雲端科技股份有限公司,資訊科技,,,,
昕睿資訊股份有限公司,資訊科技,,,,
昜碩科技股份有限公司,資訊科技,,,,
星亞視覺股份有限公司,資訊科技,,,,
星普思管理諮詢有限公司,資訊科技,,,,
星歐光學股份有限公司,資訊科技,,,,
星眾科技股份有限公司,資訊科技,,,,
星通資訊股份有限公司,資訊科技,,,,
春水堂人文茶館_春水堂實業股份有限公司,資訊科技,,,,
昱誠智能服務股份有限公司,服務業,,,,
時刻無限股份有限公司,資訊科技,,,,
時珍有限公司,資訊科技,,,,
晟瑞科技股份有限公司,資訊科技,,,,
普匯金融科技股份有限公司,資訊科技,,,,
普鴻資訊股份有限公司,資訊科技,,,,
景佳科技有限公司,資訊科技,,,,
景浤精密有限公司,製造業,,,,
景翊科技股份有限公司,資訊科技,,,,
景貿國際有限公司,未分類,,,,
晶呈科技股份有限公司,資訊科技,,,,
晶實科技股份有限公司,資訊科技,,,,
晶彩科技股份有限公司,資訊科技,,,,
晶心科技股份有限公司,資訊科技,,,,
晶焱科技股份有限公司,資訊科技,,,,
晶睿通訊股份有限公司_台達電子集團,資訊科技,,,,
晶碩光學股份有限公司,資訊科技,,,,
晶芯光電股份有限公司,製造業,,,,
晶茂資訊科技股份有限公司,資訊科技,,,,
智動航科股份有限公司,資訊科技,,,,
智匯創育股份有限公司,資訊科技,,,,
智合天下科技股份有限公司,資訊科技,,,,
智域國際股份有限公司,資訊科技,,,,
智庫驅動股份有限公司,資訊科技,,,,
智感雲端科技股份有限公司,資訊科技,,,,
智慧價值股份有限公司,資訊科技,,,,
智新資通股份有限公司,資訊科技,,,,
智滙科技股份有限公司,資訊科技,,,,
智炬科技股份有限公司,資訊科技,,,,
智璟科技股份有限公司,資訊科技,,,,
智生活科技股份有限公司,資訊科技,,,,
智禾科技股份有限公司,資訊科技,,,,
智管家科技股份有限公司,資訊科技,,,,
智群智慧股份有限公司,資訊科技,,,,
智見科技股份有限公司,資訊科技,,,,
智逐科技股份有限公司,資訊科技,,,,
智通聯網科技股份有限公司,資訊科技,,,,
智連工控股份有限公司,資訊科技,,,,
智邦科技股份有限公司,資訊科技,,,,
智齡科技股份有限公司,資訊科技,,,,
暉盛科技股份有限公司,資訊科技,,,,
暢騰科技有限公司,資訊科技,,,,
曜祥網技股份有限公司,資訊科技,,,,
曜通資訊有限公司,資訊科技,,,,
曼塔睿科技股份有限公司,資訊科技,,,,
"替您錄科技股份有限公司(TGC Taiwan, Inc.)",資訊科技,,,,
有量科技股份有限公司,資訊科技,,,,
木兮科技有限公司,資訊科技,,,,
本土股份有限公司,資訊科技,,,,
杜浦數位安全股份有限公司,資訊科技,,,,
杭特電子股份有限公司,資訊科技,,,,
杰倫智能科技股份有限公司,資訊科技,,,,
杰定管理顧問有限公司,商業,,,,
杰悉科技股份有限公司,資訊科技,,,,
東佑達奈米系統股份有限公司,資訊科技,,,,
東元醫療社團法人東元綜合醫院,醫療,,,,
東元電機股份有限公司,設計,,,,
東典科技股份有限公司,資訊科技,,,,
東利租賃有限公司,資訊科技,,,,
東友科技股份有限公司,資訊科技,,,,
東哥遊艇_東哥企業股份有限公司,資訊科技,,,,
東慧國際諮詢顧問股份有限公司,商業,,,,
東擎科技股份有限公司,資訊科技,,,,
東碩資訊股份有限公司,資訊科技,,,,
東訊股份有限公司,資訊科技,,,,
東遠精技工業股份有限公司,資訊科技,,,,
東陽實業廠股份有限公司,資訊科技,,,,
東鴻環保顧問有限公司,商業,,,,
松凌科技股份有限公司,資訊科技,,,,
松川精密股份有限公司,製造業,,,,
松瑞製藥股份有限公司,資訊科技,,,,
松盟科技股份有限公司,資訊科技,,,,
松翰科技股份有限公司,資訊科技,,,,
析數智匯股份有限公司,資訊科技,,,,
林同棪工程顧問股份有限公司,商業,,,,
果實夥伴股份有限公司,資訊科技,,,,
柏格科技股份有限公司,資訊科技,,,,
柏通股份有限公司,資訊科技,,,,
某科技股份有限公司,資訊科技,,,,
株式会社BoostDraft,資訊科技,,,,
株式会社シエス情報,資訊科技,,,,
格得電子工業股份有限公司,資訊科技,,,,
格新智能股份有限公司,資訊科技,,,,
格路科技股份有限公司,資訊科技,,,,
桓竑智聯股份有限公司,資訊科技,,,,
桓達科技股份有限公司,資訊科技,,,,
梭特科技股份有限公司,資訊科技,,,,
棋淩科技股份有限公司,資訊科技,,,,
棣南股份有限公司,資訊科技,,,,
植根國際資訊股份有限公司,資訊科技,,,,
極佳電通股份有限公司,資訊科技,,,,
極現科技股份有限公司,資訊科技,,,,
極緻健康科技股份有限公司,資訊科技,,,,
極速超跑_極速整合行銷有限公司,行銷,,,,
極酷科技有限公司,資訊科技,,,,
榮群電訊股份有限公司,資訊科技,,,,
榮輪科技股份有限公司,資訊科技,,,,
樂屋國際資訊股份有限公司,資訊科技,,,,
樂澄娛樂有限公司,資訊科技,,,,
樂澄科技股份有限公司,資訊科技,,,,
樂華科技股份有限公司,資訊科技,,,,
樂點股份有限公司,資訊科技,,,,
樺康智雲股份有限公司,資訊科技,,,,
樺漢科技股份有限公司_鴻海集團,資訊科技,,,,
樺遠科技有限公司,資訊科技,,,,
橋牧科技股份有限公司,資訊科技,,,,
橙森國際有限公司,資訊科技,,,,
橙澳科技股份有限公司,資訊科技,,,,
櫻特森系統整合股份有限公司,資訊科技,,,,
欣亞數位股份有限公司,資訊科技,,,,
欣創科技有限公司,資訊科技,,,,
欣技資訊股份有限公司,資訊科技,,,,
歐姆佳科技股份有限公司,資訊科技,,,,
歐立威科技股份有限公司,資訊科技,,,,
正光自動化有限公司,資訊科技,,,,
正啟科技股份有限公司,資訊科技,,,,
正基科技股份有限公司,資訊科技,,,,
正大人力資源管理顧問有限公司,商業,,,,
正大聯合會計師事務所(Grant Thornton),商業,,,,
正奇精密科技股份有限公司,資訊科技,,,,
正崴精密工業股份有限公司,製造業,,,,
正淩精密工業股份有限公司,製造業,,,,
正航資訊股份有限公司,資訊科技,,,,
正麗科技股份有限公司,資訊科技,,,,
毅嘉科技股份有限公司,資訊科技,,,,
毅聲科技有限公司,資訊科技,,,,
比漾廣場Beyond Plaza_豐東興業股份有限公司,製造業,,,,
民傑資科股份有限公司,資訊科技,,,,
氫豐綠能科技股份有限公司,資訊科技,,,,
水星工程科技有限公司,資訊科技,,,,
永信集團_永鴻國際生技股份有限公司,醫療,,,,
永億資訊有限公司,資訊科技,,,,
永大杉綠能科技股份有限公司,資訊科技,,,,
永廷科技有限公司,資訊科技,,,,
永智顧問股份有限公司,商業,,,,
永磐科技股份有限公司,資訊科技,,,,
永豐商業銀行股份有限公司,金融業,,,,
永豐證券投資信託股份有限公司,金融業,,,,
永進機械工業股份有限公司,製造業,,,,
汎宇電商股份有限公司,資訊科技,,,,
決勝科技股份有限公司,資訊科技,,,,
沃亞科技股份有限公司,資訊科技,,,,
沃龍超遊股份有限公司,資訊科技,,,,
沅聖科技股份有限公司,資訊科技,,,,
沐恩生醫光電股份有限公司,製造業,,,,
沛思坦網路股份有限公司,資訊科技,,,,
沛智生醫科技股份有限公司,資訊科技,,,,
沛鑫包裝科技股份有限公司,資訊科技,,,,
河流遊戲股份有限公司,資訊科技,,,,
泓偊科技股份有限公司,資訊科技,,,,
泓格科技股份有限公司,資訊科技,,,,
泛太資訊科技開發股份有限公司,資訊科技,,,,
波色科技股份有限公司,資訊科技,,,,
泰創工程股份有限公司,資訊科技,,,,
泰科動力股份有限公司,資訊科技,,,,
泰興工程顧問股份有限公司,商業,,,,
泰金寶電通股份有限公司,資訊科技,,,,
洽富實業股份有限公司,資訊科技,,,,
流亞科技股份有限公司,資訊科技,,,,
浩園科技股份有限公司,資訊科技,,,,
浪LIVE_旭瑞文化傳媒股份有限公司,資訊科技,,,,
海慶科技有限公司,資訊科技,,,,
海納川管理顧問股份有限公司,商業,,,,
海華科技股份有限公司,資訊科技,,,,
淇譽電子科技股份有限公司,資訊科技,,,,
淳安電子股份有限公司,資訊科技,,,,
清谷電子有限公司,資訊科技,,,,
源昇整合方案智財股份有限公司,資訊科技,,,,
準線智慧科技股份有限公司,資訊科技,,,,
準進科技有限公司,資訊科技,,,,
滙嘉健康生活科技股份有限公司,資訊科技,,,,
滾石移動股份有限公司,資訊科技,,,,
滿天星電腦股份有限公司,資訊科技,,,,
漢昕科技股份有限公司,資訊科技,,,,
漢民科技股份有限公司,資訊科技,,,,
漢特威科技股份有限公司,資訊科技,,,,
漢科系統科技股份有限公司,資訊科技,,,,
漢聯海運承攬運送有限公司,資訊科技,,,,
漢龍資訊科技股份有限公司,資訊科技,,,,
潤新資訊股份有限公司,資訊科技,,,,
澄乘科技股份有限公司,資訊科技,,,,
澄楓資訊股份有限公司,資訊科技,,,,
澄毅半導體股份有限公司,資訊科技,,,,
澄清綜合醫院,資訊科技,,,,
澤瑞實業有限公司,未分類,,,,
澤群科技股份有限公司,資訊科技,,,,
瀚品數位科技有限公司,資訊科技,,,,
瀚宇博德股份有限公司,資訊科技,,,,
炫石有限公司,資訊科技,,,,
炳碩生醫股份有限公司,資訊科技,,,,
炳逸數位資訊股份有限公司,資訊科技,,,,
為騰科技有限公司,資訊科技,,,,
烽泰科技有限公司,資訊科技,,,,
無限創意科技有限公司,資訊科技,,,,
燁聯鋼鐵股份有限公司,資訊科技,,,,
燦坤實業股份有限公司,資訊科技,,,,
燿華電子股份有限公司,資訊科技,,,,
牧德科技股份有限公司,資訊科技,,,,
物聯智慧股份有限公司,資訊科技,,,,
特銓股份有限公司,資訊科技,,,,
犀牛盾_愛進化科技股份有限公司,資訊科技,,,,
狀態網際網路股份有限公司,資訊科技,,,,
王座國際餐飲股份有限公司,服務業,,,,
王道機器人股份有限公司,資訊科技,,,,
玖鼎電力資訊股份有限公司,資訊科技,,,,
玟締科技有限公司,資訊科技,,,,
玩構網路科技有限公司,資訊科技,,,,
珀子科技股份有限公司,資訊科技,,,,
理太科技股份有限公司,資訊科技,,,,
瑋恆科技有限公司,資訊科技,,,,
瑛聲科技企業股份有限公司,資訊科技,,,,
瑞仕普科技股份有限公司,資訊科技,,,,
瑞保網路科技股份有限公司,資訊科技,,,,
瑞傳科技股份有限公司,資訊科技,,,,
瑞儀光電股份有限公司,製造業,,,,
瑞典商英鉑科股份有限公司台灣分公司,資訊科技,,,,
瑞司智慧整合股份有限公司,未分類,,,,
瑞嘉軟體科技股份有限公司,資訊科技,,,,
瑞宇國際股份有限公司,商業,,,,
瑞德感知科技股份有限公司,資訊科技,,,,
瑞思登科技股份有限公司,資訊科技,,,,
瑞成奈米股份有限公司,資訊科技,,,,
瑞昱半導體股份有限公司,資訊科技,,,,
瑞智精密股份有限公司,製造業,,,,
瑞比智慧科技股份有限公司,資訊科技,,,,
瑞相科技股份有限公司,資訊科技,,,,
瑞祺電通股份有限公司,資訊科技,,,,
瑞竣科技股份有限公司,資訊科技,,,,
瑞訊股份有限公司,資訊科技,,,,
瑞賢實業股份有限公司,資訊科技,,,,
瑞軒科技股份有限公司,資訊科技,,,,
瑞鈦醫療器材股份有限公司,醫療,,,,
瑞鑑航太科技股份有限公司,資訊科技,,,,
瑞鼎科技股份有限公司,資訊科技,,,,
瑪克多股份有限公司,資訊科技,,,,
璟越科技有限公司,資訊科技,,,,
環輿科技股份有限公司,資訊科技,,,,
環鴻科技股份有限公司,資訊科技,,,,
璽合康股份有限公司,資訊科技,,,,
生德奈生物科技股份有限公司,資訊科技,,,,
由田新技股份有限公司,資訊科技,,,,
甲尚股份有限公司,資訊科技,,,,
町洋企業股份有限公司,資訊科技,,,,
登彥科技股份有限公司,資訊科技,,,,
白金科技股份有限公司,資訊科技,,,,
百一電子股份有限公司,資訊科技,,,,
